isin,symbol,company_name,series,bse_code,bse_sector,bse_industry,bse_industry_new,bse_i_group,bse_i_sub_group,classification_status,classification_source,failure_reason,attempted_at_utc,attempt_count
INE885E01042,MAZDA,Mazda Limited,BE,523792,Industrials,Industrial Products,Capital Goods,Industrial Manufacturing,Industrial Products,CLASSIFIED,,,,0
INE249Z01020,MAZDOCK,Mazagon Dock Shipbuilders Limited,EQ,543237,Industrials,Ship Building & Allied Services,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,CLASSIFIED,,,,0
INE900L01028,MBAPL,Madhya Bharat Agro Products Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE08N601015,MBEL,M & B Engineering Limited,EQ,544470,Industrials,Civil Construction,Construction,Construction,Civil Construction,CLASSIFIED,,,,0
INE912H01013,MBLINFRA,MBL Infrastructure Limited,EQ,533152,Industrials,Civil Construction,Construction,Construction,Civil Construction,CLASSIFIED,,,,0
INE435D01014,MCCHRLS-B,Mac Charles India Limited,EQ,507836,Consumer Discretionary,Hotels & Resorts,Consumer Services,Leisure Services,Hotels & Resorts,CLASSIFIED,,,,0
INE813V01022,MCL,M TEK COPPER LIMITED,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE942G01012,MCLEODRUSS,Mcleod Russel India Limited,EQ,532654,Fast Moving Consumer Goods,Tea & Coffee,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,CLASSIFIED,,,,0
INE613C01026,MCLOUD,Magellanic Cloud Limited,EQ,538891,Information Technology,Computers - Software & Consulting,Information Technology,IT - Software,Computers - Software & Consulting,CLASSIFIED,,,,0
INE745G01043,MCX,Multi Commodity Exchange of India Limited,EQ,534091,Financial Services,Exchange and Data Platform,Financial Services,Capital Markets,Exchange and Data Platform,CLASSIFIED,,,,0
INE474Q01031,MEDANTA,Global Health Limited,EQ,543654,Healthcare,Hospital,Healthcare,Healthcare Services,Hospital,CLASSIFIED,,,,0
INE456Z01021,MEDIASSIST,Medi Assist Healthcare Services Limited,EQ,544088,Financial Services,Insurance Distributors,Financial Services,Insurance,Insurance Distributors,CLASSIFIED,,,,0
INE646B01010,MEDICAMEQ,Medicamen Biotech Limited,EQ,531146,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE442D01010,MEDICAPQ,Medi Caps Limited,EQ,523144,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE630Y01024,MEDICO,Medico Remedies Limited,EQ,540937,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE804L01022,MEDPLUS,Medplus Health Services Limited,EQ,543427,Consumer Discretionary,Pharmacy Retail,Consumer Services,Retailing,Pharmacy Retail,CLASSIFIED,,,,0
INE0VDM01015,MEESHO,Meesho Limited,EQ,544632,Consumer Discretionary,E-Retail/ E-Commerce,Consumer Services,Retailing,E-Retail/ E-Commerce,CLASSIFIED,,,,0
INE00EM01016,MEGASTAR,Megastar Foods Limited,EQ,541352,Fast Moving Consumer Goods,Other Food Products,Fast Moving Consumer Goods,Food Products,Other Food Products,CLASSIFIED,,,,0
INE0PKD01011,MEIL,Mangal Electrical Industries Limited,EQ,544492,Industrials,Other Electrical Equipment,Capital Goods,Electrical Equipment,Other Electrical Equipment,CLASSIFIED,,,,0
INE650G01029,MENNPIS,Menon Pistons Limited,EQ,531727,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE071D01033,MENONBE,Menon Bearings Limited,BE,523828,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE776I01010,MEP,MEP Infrastructure Developers Limited,BZ,539126,Services,"Road Assets–Toll, Annuity, Hybrid-Annuity",Services,Transport Infrastructure,"Road Assets–Toll, Annuity, Hybrid-Annuity",CLASSIFIED,,,,0
INE689O01013,MERCANTILE,Mercantile Ventures Limited,EQ,538942,Services,Diversified Commercial Services,Services,Commercial Services & Supplies,Diversified Commercial Services,CLASSIFIED,,,,0
INE763M01028,MERCURYEV,Mercury Ev-Tech Limited,EQ,531357,Consumer Discretionary,Passenger Cars & Utility Vehicles,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,CLASSIFIED,,,,0
INE317I01021,METROBRAND,Metro Brands Limited,EQ,543426,Consumer Discretionary,Footwear,Consumer Durables,Consumer Durables,Footwear,CLASSIFIED,,,,0
INE085D01033,METROGLOBL,Metroglobal Limited,EQ,500159,Services,Trading & Distributors,Services,Commercial Services & Supplies,Trading & Distributors,CLASSIFIED,,,,0
INE112L01020,METROPOLIS,Metropolis Healthcare Limited,EQ,542650,Healthcare,Healthcare Service Provider,Healthcare,Healthcare Services,Healthcare Service Provider,CLASSIFIED,,,,0
INE0US801024,MFML,Mahalaxmi Fabric Mills Limited,EQ,544233,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE180A01020,MFSL,Max Financial Services Limited,EQ,500271,Financial Services,Life Insurance,Financial Services,Insurance,Life Insurance,CLASSIFIED,,,,0
INE0APB01032,MGEL,Mangalam Global Enterprise Limited,BE,544273,Fast Moving Consumer Goods,Other Agricultural Products,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,CLASSIFIED,,,,0
INE002S01010,MGL,Mahanagar Gas Limited,EQ,539957,Energy,LPG/CNG/PNG/LNG Supplier,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier,CLASSIFIED,,,,0
INE112D01035,MHLXMIRU,Mahalaxmi Rubtech Limited,BE,514450,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE998I01010,MHRIL,Mahindra Holidays & Resorts India Limited,EQ,533088,Consumer Discretionary,Hotels & Resorts,Consumer Services,Leisure Services,Hotels & Resorts,CLASSIFIED,,,,0
INE287C01037,MICEL,MIC Electronics Limited,BE,532850,Industrials,Other Industrial Products,Capital Goods,Industrial Products,Other Industrial Products,CLASSIFIED,,,,0
INE099Z01011,MIDHANI,Mishra Dhatu Nigam Limited,EQ,541195,Industrials,Aerospace & Defense,Capital Goods,Aerospace & Defense,Aerospace & Defense,CLASSIFIED,,,,0
INE0XAD01024,MIDWESTLTD,Midwest Limited,EQ,544587,Consumer Discretionary,Granites & Marbles,Consumer Durables,Consumer Durables,Granites & Marbles,CLASSIFIED,,,,0
INE898Q01015,MIIL,Meghna Infracon Infrastructure Limited,EQ,538668,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE00IT01020,MILKYMIST,Milky Mist Dairy Food Limited,EQ,544868,Fast Moving Consumer Goods,Dairy Products,Fast Moving Consumer Goods,Food Products,Dairy Products,CLASSIFIED,,,,0
INE097E01028,MINALIND,Minal Industries Limited,EQ,522235,Services,Trading & Distributors,Services,Commercial Services & Supplies,Trading & Distributors,CLASSIFIED,,,,0
INE842C01021,MINDACORP,Minda Corporation Limited,EQ,538962,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE110B01017,MINDTECK,Mindteck (India) Limited,EQ,517344,Information Technology,Computers - Software & Consulting,Information Technology,IT - Software,Computers - Software & Consulting,CLASSIFIED,,,,0
INE771A01026,MIRZAINT,Mirza International Limited,EQ,526642,Consumer Discretionary,Leather And Leather Products,Consumer Durables,Consumer Durables,Leather And Leather Products,CLASSIFIED,,,,0
INE828O01033,MITCON,MITCON Consultancy & Engineering Services Limited,BE,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE997Y01027,MITTAL,Mittal Life Style Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE227F01010,MKEXIM,M.K. Exim (India) Limited,EQ,538890,Consumer Discretionary,Distributors,Consumer Services,Retailing,Distributors,CLASSIFIED,,,,0
INE964W01021,MKPL,M K Proteins Limited,EQ,543919,Fast Moving Consumer Goods,Edible Oil,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,CLASSIFIED,,,,0
INE588G01021,MLKFOOD,Milkfood Limited,EQ,507621,Fast Moving Consumer Goods,Dairy Products,Fast Moving Consumer Goods,Food Products,Dairy Products,CLASSIFIED,,,,0
INE227C01017,MMFL,MM Forgings Limited,EQ,522241,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE511Y01018,MMP,MMP Industries Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE123F01029,MMTC,MMTC Limited,EQ,513377,Services,Trading & Distributors,Services,Commercial Services & Supplies,Trading & Distributors,CLASSIFIED,,,,0
INE200D01020,MMWL,Media Matrix Worldwide Limited,EQ,512267,Consumer Discretionary,"Film Production, Distribution & Exhibition","Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",CLASSIFIED,,,,0
INE0HLU01028,MOBIKWIK,One Mobikwik Systems Limited,EQ,544305,Financial Services,Financial Technology (Fintech),Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),CLASSIFIED,,,,0
INE537F01012,MODINATUR,Modi Naturals Limited,BE,519003,Fast Moving Consumer Goods,Other Agricultural Products,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,CLASSIFIED,,,,0
INE832A01018,MODIRUBBER,Modi Rubber Limited,EQ,500890,Consumer Discretionary,Tyres & Rubber Products,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,CLASSIFIED,,,,0
INE0L0L01012,MODIS,Modis Navnirman Limited,EQ,543539,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE737D01021,MODISONLTD,MODISON LIMITED,BE,506261,Industrials,Other Electrical Equipment,Capital Goods,Electrical Equipment,Other Electrical Equipment,CLASSIFIED,,,,0
INE794W01014,MODTHREAD,Modern Threads (India) Limited,EQ,500282,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE154B01023,MOHITE,Mohite Industries Limited,EQ,532140,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE954E01012,MOHITIND,Mohit Industries Limited,EQ,531453,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE490G01020,MOIL,MOIL Limited,EQ,533286,Commodities,Industrial Minerals,Metals & Mining,Minerals & Mining,Industrial Minerals,CLASSIFIED,,,,0
INE514Y01020,MOKSH,Moksh Ornaments Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE0CT101020,MOL,Meghmani Organics Limited,EQ,543331,Commodities,Pesticides & Agrochemicals,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,CLASSIFIED,,,,0
INE869T01028,MOLBIO,Molbio Diagnostics Limited,EQ,544866,Healthcare,Medical Equipment & Supplies,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,CLASSIFIED,,,,0
INE835B01035,MOLDTECH,Mold-Tek Technologies Limited,BE,526263,Industrials,Civil Construction,Construction,Construction,Civil Construction,CLASSIFIED,,,,0
INE893J01029,MOLDTKPAC,Mold-Tek Packaging Limited,EQ,533080,Industrials,Packaging,Capital Goods,Industrial Products,Packaging,CLASSIFIED,,,,0
INE903D01011,MONARCH,Monarch Networth Capital Limited,EQ,511551,Financial Services,Stockbroking & Allied,Financial Services,Capital Markets,Stockbroking & Allied,CLASSIFIED,,,,0
INE296Q01012,MONEYBOXX,Moneyboxx Finance Limited,EQ,538446,Financial Services,Non Banking Financial Company (NBFC),Financial Services,Finance,Non Banking Financial Company (NBFC),CLASSIFIED,,,,0
INE950M01013,MONTECARLO,Monte Carlo Fashions Limited,EQ,538836,Consumer Discretionary,Garments & Apparels,Textiles,Textiles & Apparels,Garments & Apparels,CLASSIFIED,,,,0
INE083A01026,MOREPENLAB,Morepen Laboratories Limited,EQ,500288,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE935B01025,MOSCHIP,Moschip Technologies Limited,EQ,532407,Information Technology,Computers Hardware & Equipments,Information Technology,IT - Hardware,Computers Hardware & Equipments,CLASSIFIED,,,,0
INE775A01035,MOTHERSON,Samvardhana Motherson International Limited,EQ,517334,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE338I01027,MOTILALOFS,Motilal Oswal Financial Services Limited,EQ,532892,Financial Services,Stockbroking & Allied,Financial Services,Capital Markets,Stockbroking & Allied,CLASSIFIED,,,,0
INE0FRK01020,MOTISONS,Motisons Jewellers Limited,EQ,544053,Consumer Discretionary,"Gems, Jewellery And Watches",Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",CLASSIFIED,,,,0
INE861B01023,MOTOGENFIN,The Motor & General Finance Limited,BE,501343,Services,Diversified Commercial Services,Services,Commercial Services & Supplies,Diversified Commercial Services,CLASSIFIED,,,,0
INE493H01014,MPDL,MPDL Limited,EQ,532723,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE356A01018,MPHASIS,MphasiS Limited,EQ,526299,Information Technology,Computers - Software & Consulting,Information Technology,IT - Software,Computers - Software & Consulting,CLASSIFIED,,,,0
INE943D01017,MPSLTD,MPS Limited,EQ,532440,Consumer Discretionary,Printing & Publication,"Media, Entertainment & Publication",Printing & Publication,Printing & Publication,CLASSIFIED,,,,0
INE883A01011,MRF,MRF Limited,EQ,500290,Consumer Discretionary,Tyres & Rubber Products,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,CLASSIFIED,,,,0
INE103A01014,MRPL,Mangalore Refinery and Petrochemicals Limited,EQ,500109,Energy,Refineries & Marketing,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing,CLASSIFIED,,,,0
INE829S01016,MSL,Mangalam Seeds Limited,EQ,539275,Fast Moving Consumer Goods,Other Agricultural Products,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,CLASSIFIED,,,,0
INE752G01015,MSPL,MSP Steel & Power Limited,EQ,532650,Industrials,Iron & Steel Products,Capital Goods,Industrial Products,Iron & Steel Products,CLASSIFIED,,,,0
INE255X01014,MSTCLTD,Mstc Limited,EQ,542597,Services,Trading & Distributors,Services,Commercial Services & Supplies,Trading & Distributors,CLASSIFIED,,,,0
INE0FS801015,MSUMI,Motherson Sumi Wiring India Limited,EQ,543498,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE864I01014,MTARTECH,Mtar Technologies Limited,BE,543270,Industrials,Other Electrical Equipment,Capital Goods,Electrical Equipment,Other Electrical Equipment,CLASSIFIED,,,,0
INE472M01018,MTEDUCARE,MT Educare Limited,BE,534312,Consumer Discretionary,Education,Consumer Services,Other Consumer Services,Education,CLASSIFIED,,,,0
INE153A01019,MTNL,Mahanagar Telephone Nigam Limited,EQ,500108,Telecommunication,Telecom - Cellular & Fixed line services,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,CLASSIFIED,,,,0
INE08KJ01020,MUFIN,Mufin Green Finance Limited,EQ,542774,Financial Services,Non Banking Financial Company (NBFC),Financial Services,Finance,Non Banking Financial Company (NBFC),CLASSIFIED,,,,0
INE220Q01020,MUFTI,Credo Brands Marketing Limited,EQ,544058,Consumer Discretionary,Speciality Retail,Consumer Services,Retailing,Speciality Retail,CLASSIFIED,,,,0
INE304A01026,MUKANDLTD,Mukand Limited,EQ,500460,Industrials,Iron & Steel Products,Capital Goods,Industrial Products,Iron & Steel Products,CLASSIFIED,,,,0
INE596B01017,MUKESHB,Mukesh Babu Financial Services Limited,EQ,530341,Financial Services,Non Banking Financial Company (NBFC),Financial Services,Finance,Non Banking Financial Company (NBFC),CLASSIFIED,,,,0
INE0CG401037,MUKKA,Mukka Proteins Limited,EQ,544135,Fast Moving Consumer Goods,Animal Feed,Fast Moving Consumer Goods,Food Products,Animal Feed,CLASSIFIED,,,,0
INE374B01019,MUKTAARTS,Mukta Arts Limited,BE,532357,Consumer Discretionary,"Film Production, Distribution & Exhibition","Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",CLASSIFIED,,,,0
INE672B01032,MUNJALAU,Munjal Auto Industries Limited,EQ,520059,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE577A01027,MUNJALSHOW,Munjal Showa Limited,EQ,520043,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE692B01014,MURUDCERA,Murudeshwar Ceramics Limited,EQ,515037,Consumer Discretionary,Ceramics,Consumer Durables,Consumer Durables,Ceramics,CLASSIFIED,,,,0
INE296G01013,MUTHOOTCAP,Muthoot Capital Services Limited,EQ,511766,Financial Services,Non Banking Financial Company (NBFC),Financial Services,Finance,Non Banking Financial Company (NBFC),CLASSIFIED,,,,0
INE414G01012,MUTHOOTFIN,Muthoot Finance Limited,EQ,533398,Financial Services,Non Banking Financial Company (NBFC),Financial Services,Finance,Non Banking Financial Company (NBFC),CLASSIFIED,,,,0
INE046W01019,MUTHOOTMF,Muthoot Microfin Limited,EQ,544055,Financial Services,Microfinance Institutions,Financial Services,Finance,Microfinance Institutions,CLASSIFIED,,,,0
INE0OWZ01020,MVELECTRO,MV Electrosystems Limited,EQ,544851,Industrials,Industrial Products,Capital Goods,Industrial Manufacturing,Industrial Products,CLASSIFIED,,,,0
INE0KNT01012,MVGJL,Manoj Vaibhav Gems N Jewellers Limited,EQ,543995,Consumer Discretionary,"Gems, Jewellery And Watches",Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",CLASSIFIED,,,,0
INE0JYY01029,MWL,Mangalam Worldwide Limited,EQ,544764,Industrials,Iron & Steel Products,Capital Goods,Industrial Products,Iron & Steel Products,CLASSIFIED,,,,0
INE741A01011,MYSORPETRO,Mysore Petro Chemicals Limited,EQ,506734,Commodities,Trading - Chemicals,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals,CLASSIFIED,,,,0
INE295D01020,NACLIND,NACL Industries Limited,EQ,524709,Commodities,Pesticides & Agrochemicals,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,CLASSIFIED,,,,0
INE245I01016,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,EQ,532895,Financial Services,Investment Company,Financial Services,Finance,Investment Company,CLASSIFIED,,,,0
INE123B01028,NAGREEKEXP,Nagreeka Exports Limited,EQ,521109,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE049I01012,NAHARCAP,Nahar Capital and Financial Services Limited,EQ,532952,Financial Services,Investment Company,Financial Services,Finance,Investment Company,CLASSIFIED,,,,0
INE289A01011,NAHARINDUS,Nahar Industrial Enterprises Limited,EQ,519136,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE308A01027,NAHARPOLY,Nahar Poly Films Limited,EQ,523391,Industrials,Packaging,Capital Goods,Industrial Products,Packaging,CLASSIFIED,,,,0
INE290A01027,NAHARSPING,Nahar Spinning Mills Limited,EQ,500296,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE298J01013,NAM-INDIA,Nippon Life India Asset Management Limited,EQ,540767,Financial Services,Asset Management Company,Financial Services,Capital Markets,Asset Management Company,CLASSIFIED,,,,0
INE117Z01029,NARMADA,Narmada Agrobase Limited,EQ,543643,Fast Moving Consumer Goods,Animal Feed,Fast Moving Consumer Goods,Food Products,Animal Feed,CLASSIFIED,,,,0
INE936B01015,NATCAPSUQ,Natural Capsules Limited,EQ,524654,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE987B01026,NATCOPHARM,Natco Pharma Limited,EQ,524816,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE448G01010,NATHBIOGEN,Nath Bio-Genes (India) Limited,EQ,537291,Fast Moving Consumer Goods,Other Agricultural Products,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,CLASSIFIED,,,,0
INE139A01034,NATIONALUM,National Aluminium Company Limited,EQ,532234,Commodities,Aluminium,Metals & Mining,Non - Ferrous Metals,Aluminium,CLASSIFIED,,,,0
INE166R01015,NATIONSTD,National Standard (India) Limited,EQ,504882,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE663F01032,NAUKRI,Info Edge (India) Limited,EQ,532777,Consumer Discretionary,Internet & Catalogue Retail,Consumer Services,Retailing,Internet & Catalogue Retail,CLASSIFIED,,,,0
INE725A01030,NAVA,NAVA LIMITED,EQ,513023,Utilities,Power Generation,Power,Power,Power Generation,CLASSIFIED,,,,0
INE048G01026,NAVINFLUOR,Navin Fluorine International Limited,EQ,532504,Commodities,Specialty Chemicals,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,CLASSIFIED,,,,0
INE278M01019,NAVKARCORP,Navkar Corporation Limited,EQ,539332,Services,Logistics Solution Provider,Services,Transport Services,Logistics Solution Provider,CLASSIFIED,,,,0
INE268H01044,NAVKARURB,Navkar Urbanstructure Limited,BE,531494,Industrials,Civil Construction,Construction,Construction,Civil Construction,CLASSIFIED,,,,0
INE060A01024,NAVNETEDUL,Navneet Education Limited,EQ,508989,Fast Moving Consumer Goods,Stationary,Fast Moving Consumer Goods,Household Products,Stationary,CLASSIFIED,,,,0
INE418L01047,NAZARA,Nazara Technologies Limited,EQ,543280,Consumer Discretionary,Digital Entertainment,"Media, Entertainment & Publication",Entertainment,Digital Entertainment,CLASSIFIED,,,,0
INE095N01031,NBCC,NBCC (India) Limited,EQ,534309,Industrials,Civil Construction,Construction,Construction,Civil Construction,CLASSIFIED,,,,0
INE365I01020,NBIFIN,N. B. I. Industrial Finance Company Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE868B01028,NCC,NCC Limited,EQ,500294,Industrials,Civil Construction,Construction,Construction,Civil Construction,CLASSIFIED,,,,0
INE732C01016,NCLIND,NCL Industries Limited,EQ,502168,Commodities,Cement & Cement Products,Construction Materials,Cement & Cement Products,Cement & Cement Products,CLASSIFIED,,,,0
INE756C01015,NDGL,Naga Dhunseri Group Limited,EQ,,,,,,,BSE_RETRY,,No BSE code found for ISIN,2026-09-07T12:51:15Z,1
INE875G01048,NDL,Nandan Denim Limited,EQ,532641,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE353A01023,NDLVENTURE,NDL Ventures Limited,EQ,500189,Financial Services,Other Financial Services,Financial Services,Finance,Other Financial Services,CLASSIFIED,,,,0
INE07OG01012,NDRAUTO,Ndr Auto Components Limited,EQ,543214,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE155G01029,NDTV,New Delhi Television Limited,EQ,532529,Consumer Discretionary,TV Broadcasting & Software Production,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,CLASSIFIED,,,,0
INE605D01012,NEAGI,Neelamalai Agro Industries Limited,EQ,508670,Fast Moving Consumer Goods,Tea & Coffee,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,CLASSIFIED,,,,0
INE553C01016,NECCLTD,North Eastern Carrying Corporation Limited,BE,534615,Services,Logistics Solution Provider,Services,Transport Services,Logistics Solution Provider,CLASSIFIED,,,,0
INE023H01027,NECLIFE,Nectar Lifesciences Limited,EQ,532649,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE189I01024,NELCAST,Nelcast Limited,EQ,532864,Industrials,Castings & Forgings,Capital Goods,Industrial Products,Castings & Forgings,CLASSIFIED,,,,0
INE045B01015,NELCO,NELCO Limited,EQ,504112,Information Technology,Computers Hardware & Equipments,Information Technology,IT - Hardware,Computers Hardware & Equipments,CLASSIFIED,,,,0
INE136S01016,NEOGEN,Neogen Chemicals Limited,EQ,542665,Commodities,Specialty Chemicals,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,CLASSIFIED,,,,0
INE428V01029,NEPHROPLUS,Nephrocare Health Services Limited,EQ,544647,Healthcare,Healthcare Service Provider,Healthcare,Healthcare Services,Healthcare Service Provider,CLASSIFIED,,,,0
INE317F01035,NESCO,Nesco Limited,EQ,505355,Services,Diversified Commercial Services,Services,Commercial Services & Supplies,Diversified Commercial Services,CLASSIFIED,,,,0
INE239A01024,NESTLEIND,Nestle India Limited,EQ,500790,Fast Moving Consumer Goods,Packaged Foods,Fast Moving Consumer Goods,Food Products,Packaged Foods,CLASSIFIED,,,,0
INE0NT901020,NETWEB,Netweb Technologies India Limited,EQ,543945,Information Technology,IT Enabled Services,Information Technology,IT - Services,IT Enabled Services,CLASSIFIED,,,,0
INE870H01013,NETWORK18,Network18 Media & Investments Limited,EQ,532798,Consumer Discretionary,Media & Entertainment,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,CLASSIFIED,,,,0
INE333I01044,NEUEON,Neueon Corporation Limited,BE,532887,Industrials,Heavy Electrical Equipment,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,CLASSIFIED,,,,0
INE794A01010,NEULANDLAB,Neuland Laboratories Limited,EQ,524558,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE619B01017,NEWGEN,Newgen Software Technologies Limited,EQ,540900,Information Technology,Computers - Software & Consulting,Information Technology,IT - Software,Computers - Software & Consulting,CLASSIFIED,,,,0
INE747B01016,NEXTMEDIA,Next Mediaworks Limited,EQ,532416,Consumer Discretionary,Media & Entertainment,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,CLASSIFIED,,,,0
INE870D01012,NFL,National Fertilizers Limited,EQ,523630,Commodities,Fertilizers,Chemicals,Fertilizers & Agrochemicals,Fertilizers,CLASSIFIED,,,,0
INE236Y01012,NGIL,Nakoda Group of Industries Limited,BE,541418,Fast Moving Consumer Goods,Packaged Foods,Fast Moving Consumer Goods,Food Products,Packaged Foods,CLASSIFIED,,,,0
INE887E01022,NGLFINE,NGL Fine-Chem Limited,EQ,524774,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE410P01011,NH,Narayana Hrudayalaya Ltd.,EQ,539551,Healthcare,Hospital,Healthcare,Healthcare Services,Hospital,CLASSIFIED,,,,0
INE848E01016,NHPC,NHPC Limited,EQ,533098,Utilities,Power Generation,Power,Power,Power Generation,CLASSIFIED,,,,0
INE470Y01017,NIACL,The New India Assurance Company Limited,EQ,540769,Financial Services,General Insurance,Financial Services,Insurance,General Insurance,CLASSIFIED,,,,0
