isin,symbol,company_name,series,bse_code,bse_sector,bse_industry,bse_industry_new,bse_i_group,bse_i_sub_group,classification_status,classification_source,failure_reason,attempted_at_utc,attempt_count
INE00LM01029,SONAMLTD,SONAM LIMITED,EQ,,,,,,,NOT_FOUND,,,,0
INE269A01021,SONATSOFTW,Sonata Software Limited,EQ,532221,Information Technology,Computers - Software & Consulting,Information Technology,IT - Software,Computers - Software & Consulting,CLASSIFIED,,,,0
INE035D01020,SOTL,Savita Oil Technologies Limited,EQ,524667,Energy,Lubricants,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants,CLASSIFIED,,,,0
INE683A01023,SOUTHBANK,The South Indian Bank Limited,EQ,532218,Financial Services,Private Sector Bank,Financial Services,Banks,Private Sector Bank,CLASSIFIED,,,,0
INE980Y01015,SOUTHWEST,South West Pinnacle Exploration Limited,EQ,543986,Services,Diversified Commercial Services,Services,Commercial Services & Supplies,Diversified Commercial Services,CLASSIFIED,,,,0
INE212I01016,SPAL,S. P. Apparels Limited,EQ,540048,Consumer Discretionary,Garments & Apparels,Textiles,Textiles & Apparels,Garments & Apparels,CLASSIFIED,,,,0
INE572J01011,SPANDANA,Spandana Sphoorty Financial Limited,EQ,542759,Financial Services,Microfinance Institutions,Financial Services,Finance,Microfinance Institutions,CLASSIFIED,,,,0
INE232I01014,SPARC,Sun Pharma Advanced Research Company Limited,EQ,532872,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE970N01027,SPCENET,Spacenet Enterprises India Limited,EQ,,,,,,,NOT_FOUND,,,,0
INE247M01014,SPECIALITY,Speciality Restaurants Limited,BE,534425,Consumer Discretionary,Restaurants,Consumer Services,Leisure Services,Restaurants,CLASSIFIED,,,,0
INE01EO01010,SPECTRUM,Spectrum Electrical Industries Limited,BE,544386,Industrials,Industrial Products,Capital Goods,Industrial Manufacturing,Industrial Products,CLASSIFIED,,,,0
INE252A01019,SPELS,SPEL Semiconductor Limited,EQ,517166,Industrials,Other Electrical Equipment,Capital Goods,Electrical Equipment,Other Electrical Equipment,CLASSIFIED,,,,0
INE020801028,SPENCERS,Spencer's Retail Limited,EQ,542337,Consumer Discretionary,Diversified Retail,Consumer Services,Retailing,Diversified Retail,CLASSIFIED,,,,0
INE147A01011,SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,590030,Commodities,Fertilizers,Chemicals,Fertilizers & Agrochemicals,Fertilizers,CLASSIFIED,,,,0
INE978G01016,SPLIL,SPL Industries Limited,EQ,532651,Consumer Discretionary,Trading - Textile Products,Textiles,Textiles & Apparels,Trading - Textile Products,CLASSIFIED,,,,0
INE663A01033,SPLPETRO,Supreme Petrochem Limited,EQ,500405,Commodities,Petrochemicals,Chemicals,Chemicals & Petrochemicals,Petrochemicals,CLASSIFIED,,,,0
INE937A01023,SPMLINFRA,SPML Infra Limited,EQ,500402,Industrials,Civil Construction,Construction,Construction,Civil Construction,CLASSIFIED,,,,0
INE885H01029,SPORTKING,Sportking India Limited,EQ,539221,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE01NE01012,SRD,Shankar Lal Rampal Dye-Chem Limited,EQ,542232,Commodities,Trading - Chemicals,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals,CLASSIFIED,,,,0
INE099F01013,SREEL,Sreeleathers Limited,EQ,535601,Consumer Discretionary,Footwear,Consumer Durables,Consumer Durables,Footwear,CLASSIFIED,,,,0
INE647A01010,SRF,SRF Limited,EQ,503806,Commodities,Commodity Chemicals,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,CLASSIFIED,,,,0
INE559N01010,SRGHFL,SRG Housing Finance Limited,EQ,534680,Financial Services,Housing Finance Company,Financial Services,Finance,Housing Finance Company,CLASSIFIED,,,,0
INE917H01012,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,532842,Commodities,Commodity Chemicals,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,CLASSIFIED,,,,0
INE009C01019,SRIKPRIND,Sri KPR Industries Limited,EQ,514442,Industrials,Plastic Products - Industrial,Capital Goods,Industrial Products,Plastic Products - Industrial,CLASSIFIED,,,,0
INE0R6Z01013,SRM,SRM Contractors Limited,EQ,544158,Industrials,Civil Construction,Construction,Construction,Civil Construction,CLASSIFIED,,,,0
INE19GK01015,SRTL,Shree Ram Twistex Limited,EQ,544716,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE0PQ101010,SSDL,Saraswati Saree Depot Limited,EQ,544230,Consumer Discretionary,Garments & Apparels,Textiles,Textiles & Apparels,Garments & Apparels,CLASSIFIED,,,,0
INE802C01033,SSWL,Steel Strips Wheels Limited,EQ,513262,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE0RYC01010,STALLION,Stallion India Fluorochemicals Limited,BE,544342,Commodities,Industrial Gases,Chemicals,Chemicals & Petrochemicals,Industrial Gases,CLASSIFIED,,,,0
INE01A001028,STANLEY,Stanley Lifestyles Limited,EQ,544202,Consumer Discretionary,"Furniture, Home Furnishing",Consumer Durables,Consumer Durables,"Furniture, Home Furnishing",CLASSIFIED,,,,0
INE939A01011,STAR,Strides Pharma Science Limited,EQ,532531,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE460H01021,STARCEMENT,Star Cement Limited,EQ,540575,Commodities,Cement & Cement Products,Construction Materials,Cement & Cement Products,Cement & Cement Products,CLASSIFIED,,,,0
INE575P01011,STARHEALTH,Star Health and Allied Insurance Company Limited,EQ,543412,Financial Services,General Insurance,Financial Services,Insurance,General Insurance,CLASSIFIED,,,,0
INE733A01018,STARPAPER,Star Paper Mills Limited,EQ,516022,Commodities,Paper & Paper Products,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,CLASSIFIED,,,,0
INE992I01013,STARTECK,Starteck Finance Limited,EQ,512381,Financial Services,Non Banking Financial Company (NBFC),Financial Services,Finance,Non Banking Financial Company (NBFC),CLASSIFIED,,,,0
INE655A01013,STCINDIA,The State Trading Corporation of India Limited,EQ,512531,Services,Trading & Distributors,Services,Commercial Services & Supplies,Trading & Distributors,CLASSIFIED,,,,0
INE124E01038,STEELCAS,Steelcast Limited,EQ,513517,Industrials,Castings & Forgings,Capital Goods,Industrial Products,Castings & Forgings,CLASSIFIED,,,,0
INE395H01011,STEELCITY,Steel City Securities Limited,EQ,,,,,,,NOT_FOUND,,,,0
INE503B01021,STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,534748,Industrials,Iron & Steel Products,Capital Goods,Industrial Products,Iron & Steel Products,CLASSIFIED,,,,0
INE577L01016,STEL,Stel Holdings Limited,EQ,533316,Financial Services,Investment Company,Financial Services,Finance,Investment Company,CLASSIFIED,,,,0
INE334A01023,STERTOOLS,Sterling Tools Limited,BE,530759,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE1VXE01018,STLNETWORK,STL Networks Limited,EQ,544395,Telecommunication,Other Telecom Services,Telecommunication,Telecom - Services,Other Telecom Services,CLASSIFIED,,,,0
INE205F01016,STLSTRINF,Steel Strips Infrastructures Limited,EQ,513173,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE089C01029,STLTECH,Sterlite Technologies Limited,BE,532374,Telecommunication,Telecom -  Equipment & Accessories,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,CLASSIFIED,,,,0
INE00IN01015,STOVEKRAFT,Stove Kraft Limited,EQ,543260,Consumer Discretionary,Household Appliances,Consumer Durables,Consumer Durables,Household Appliances,CLASSIFIED,,,,0
INE00Q601028,STUDDS,Studds Accessories Limited,EQ,544599,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE04VU01023,STYL,Seshaasai Technologies Limited,EQ,544533,Financial Services,Financial Technology (Fintech),Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),CLASSIFIED,,,,0
INE239C01020,STYLAMIND,Stylam Industries Limited,EQ,526951,Consumer Discretionary,Plywood Boards/ Laminates,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,CLASSIFIED,,,,0
INE01FR01028,STYLEBAAZA,Baazar Style Retail Limited,EQ,544243,Consumer Discretionary,Speciality Retail,Consumer Services,Retailing,Speciality Retail,CLASSIFIED,,,,0
INE189B01011,STYRENIX,Styrenix Performance Materials Limited,EQ,506222,Commodities,Specialty Chemicals,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,CLASSIFIED,,,,0
INE754A01055,SUBEXLTD,Subex Limited,EQ,532348,Information Technology,Software Products,Information Technology,IT - Software,Software Products,CLASSIFIED,,,,0
INE287B01021,SUBROS,Subros Limited,EQ,517168,Industrials,Other Industrial Products,Capital Goods,Industrial Products,Other Industrial Products,CLASSIFIED,,,,0
INE492A01029,SUDARCOLOR,Sudarshan Colorants India Limited,EQ,506390,Commodities,Dyes And Pigments,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,CLASSIFIED,,,,0
INE659A01023,SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,506655,Commodities,Dyes And Pigments,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,CLASSIFIED,,,,0
INE0QPI01025,SUDEEPPHRM,Sudeep Pharma Limited,EQ,544619,Commodities,Specialty Chemicals,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,CLASSIFIED,,,,0
INE450E01029,SUKHJITS,Sukhjit Starch & Chemicals Limited,EQ,524542,Fast Moving Consumer Goods,Other Agricultural Products,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,CLASSIFIED,,,,0
INE142Q01026,SULA,Sula Vineyards Limited,EQ,543711,Fast Moving Consumer Goods,Breweries & Distilleries,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,CLASSIFIED,,,,0
INE886B01012,SUMEDHA,Sumedha Fiscal Services Limited,EQ,530419,Financial Services,Other Financial Services,Financial Services,Finance,Other Financial Services,CLASSIFIED,,,,0
INE235C01036,SUMEETINDS,Sumeet Industries Limited,EQ,514211,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE258G01013,SUMICHEM,Sumitomo Chemical India Limited,EQ,542920,Commodities,Pesticides & Agrochemicals,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,CLASSIFIED,,,,0
INE748Z01013,SUMIT,Sumit Woods Limited,EQ,,,,,,,NOT_FOUND,,,,0
INE519C01017,SUMMITSEC,Summit Securities Limited,EQ,533306,Financial Services,Investment Company,Financial Services,Finance,Investment Company,CLASSIFIED,,,,0
INE0Q3R01026,SUNCLAY,Sundaram Clayton Limited,EQ,544066,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE108E01023,SUNDARAM,Sundaram Multi Pap Limited,EQ,533166,Fast Moving Consumer Goods,Stationary,Fast Moving Consumer Goods,Household Products,Stationary,CLASSIFIED,,,,0
INE660A01013,SUNDARMFIN,Sundaram Finance Limited,EQ,590071,Financial Services,Non Banking Financial Company (NBFC),Financial Services,Finance,Non Banking Financial Company (NBFC),CLASSIFIED,,,,0
INE073D01013,SUNDRMBRAK,Sundaram Brake Linings Limited,BE,590072,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE387A01021,SUNDRMFAST,Sundram Fasteners Limited,EQ,500403,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE209A01019,SUNDROP,Sundrop Brands Limited,EQ,500215,Fast Moving Consumer Goods,Edible Oil,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,CLASSIFIED,,,,0
INE947A01014,SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,500404,Industrials,Iron & Steel Products,Capital Goods,Industrial Products,Iron & Steel Products,CLASSIFIED,,,,0
INE671C01016,SUNLOC,Sunil Healthcare Limited,EQ,537253,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE044A01036,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,524715,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE671K01027,SUNRAKSHAK,Sunrakshakk Industries India Limited,EQ,539300,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE199E01014,SUNSHIEL,Sunshield Chemicals Limited,EQ,530845,Commodities,Specialty Chemicals,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,CLASSIFIED,,,,0
INE805D01034,SUNTECK,Sunteck Realty Limited,EQ,512179,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE424H01027,SUNTV,Sun TV Network Limited,EQ,532733,Consumer Discretionary,TV Broadcasting & Software Production,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,CLASSIFIED,,,,0
INE712B01010,SUPERHOUSE,Superhouse Limited,EQ,523283,Consumer Discretionary,Leather And Leather Products,Consumer Durables,Consumer Durables,Leather And Leather Products,CLASSIFIED,,,,0
INE662A01027,SUPERSPIN,Super Spinning Mills Limited,BE,521180,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE399C01030,SUPRAJIT,Suprajit Engineering Limited,EQ,532509,Consumer Discretionary,Auto Components & Equipments,Automobile and Auto Components,Auto Components,Auto Components & Equipments,CLASSIFIED,,,,0
INE822E01011,SUPREME,Supreme Holdings & Hospitality (India) Limited,EQ,530677,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE319Z01021,SUPREMEENG,Supreme Engineering Limited,BZ,,,,,,,NOT_FOUND,,,,0
INE195A01028,SUPREMEIND,Supreme Industries Limited,EQ,509930,Industrials,Plastic Products - Industrial,Capital Goods,Industrial Products,Plastic Products - Industrial,CLASSIFIED,,,,0
INE550H01011,SUPREMEINF,Supreme Infrastructure India Limited,EQ,532904,Industrials,Civil Construction,Construction,Construction,Civil Construction,CLASSIFIED,,,,0
INE07RO01027,SUPRIYA,Supriya Lifescience Limited,EQ,543434,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,CLASSIFIED,,,,0
INE460D01038,SUPTANERY,Super Tannery Limited,EQ,523842,Consumer Discretionary,Leather And Leather Products,Consumer Durables,Consumer Durables,Leather And Leather Products,CLASSIFIED,,,,0
INE843S01025,SURAJEST,Suraj Estate Developers Limited,EQ,544054,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE713C01016,SURAJLTD,Suraj Limited,EQ,531638,Industrials,Iron & Steel Products,Capital Goods,Industrial Products,Iron & Steel Products,CLASSIFIED,,,,0
INE877V01027,SURAKSHA,Suraksha Diagnostic Limited,EQ,544293,Healthcare,Healthcare Service Provider,Healthcare,Healthcare Services,Healthcare Service Provider,CLASSIFIED,,,,0
INE272L01022,SURANASOL,Surana Solar Limited,EQ,533298,Industrials,Heavy Electrical Equipment,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,CLASSIFIED,,,,0
INE130B01031,SURANAT&P,Surana Telecom and Power Limited,EQ,517530,Utilities,Power Generation,Power,Power,Power Generation,CLASSIFIED,,,,0
INE132C01027,SURYALA,Suryalata Spinning Mills Limited,EQ,514138,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE713B01026,SURYALAXMI,Suryalakshmi Cotton Mills Limited,EQ,521200,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE335A01020,SURYAROSNI,Surya Roshni Limited,EQ,500336,Industrials,Iron & Steel Products,Capital Goods,Industrial Products,Iron & Steel Products,CLASSIFIED,,,,0
INE428Q01011,SURYODAY,Suryoday Small Finance Bank Limited,EQ,543279,Financial Services,Other Bank,Financial Services,Banks,Other Bank,CLASSIFIED,,,,0
INE645H01027,SUTLEJTEX,Sutlej Textiles and Industries Limited,BE,532782,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE495B01038,SUVEN,Suven Life Sciences Limited,EQ,530239,Healthcare,"Healthcare Research, Analytics & Technology",Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology",CLASSIFIED,,,,0
INE018401013,SUVIDHAA,Suvidhaa Infoserve Limited,EQ,543281,Financial Services,Financial Technology (Fintech),Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),CLASSIFIED,,,,0
INE442P01014,SUYOG,Suyog Telematics Limited,EQ,537259,Telecommunication,Telecom - Infrastructure,Telecommunication,Telecom - Services,Telecom - Infrastructure,CLASSIFIED,,,,0
INE040H01021,SUZLON,Suzlon Energy Limited,EQ,532667,Industrials,Heavy Electrical Equipment,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,CLASSIFIED,,,,0
INE159L01013,SVGLOBAL,S V Global Mill Limited,EQ,535621,Consumer Discretionary,"Residential, Commercial Projects",Realty,Realty,"Residential, Commercial Projects",CLASSIFIED,,,,0
INE00CE01017,SVLL,Shree Vasu Logistics Limited,BE,,,,,,,NOT_FOUND,,,,0
INE308E01029,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,EQ,505590,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE665A01038,SWANCORP,SWAN CORP LIMITED,EQ,503310,Commodities,Petrochemicals,Chemicals,Chemicals & Petrochemicals,Petrochemicals,CLASSIFIED,,,,0
INE542F01020,SWANDEF,Swan Defence and Heavy Industries Limited,BE,533107,Industrials,Ship Building & Allied Services,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,CLASSIFIED,,,,0
INE0GMR01016,SWARAJ,Swaraj Suiting Limited,EQ,544861,Consumer Discretionary,Other Textile Products,Textiles,Textiles & Apparels,Other Textile Products,CLASSIFIED,,,,0
INE277A01016,SWARAJENG,Swaraj Engines Limited,EQ,500407,Industrials,"Compressors, Pumps & Diesel Engines",Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",CLASSIFIED,,,,0
INE967A01012,SWARNSAR,Swarnsarita Jewels India Limited,EQ,526365,Consumer Discretionary,"Gems, Jewellery And Watches",Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",CLASSIFIED,,,,0
INE409B01013,SWELECTES,Swelect Energy Systems Limited,EQ,532051,Industrials,Heavy Electrical Equipment,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,CLASSIFIED,,,,0
INE00H001014,SWIGGY,Swiggy Limited,EQ,544285,Consumer Discretionary,E-Retail/ E-Commerce,Consumer Services,Retailing,E-Retail/ E-Commerce,CLASSIFIED,,,,0
INE010C01025,SWISSMLTRY,Swiss Military Consumer Goods Limited,EQ,523558,Consumer Discretionary,Diversified consumer products,Consumer Durables,Consumer Durables,Diversified consumer products,CLASSIFIED,,,,0
